Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
4367,630,5452.71,6,6,6,5,5,0,0
2564,4065,2240.06,3,0,4,7,3,0,0
825,3201,570.94,6,1,6,5,0,0,0
2941,4965,8540.92,6,1,0,7,2,1,2
514,3800,9968.29,4,3,3,4,4,1,3
359,2368,7948.85,4,6,0,2,5,0,1
3281,2605,6057.8,0,7,5,3,6,0,1
790,2592,1013.29,4,5,0,0,3,0,1
2300,4545,6127.37,2,6,6,3,0,0,1
4122,1530,7493.99,2,1,5,1,2,1,6
110,1521,4311.29,5,0,2,5,6,0,1
3534,1819,6257.72,7,7,7,3,7,0,0
3015,3930,2996.37,4,3,6,3,4,1,3
3777,159,9733.03,7,0,6,5,5,0,1
3692,1954,779.45,6,3,3,4,5,0,1
4580,4970,8966.82,6,7,1,2,6,0,0
2282,43,603.83,5,2,4,5,0,0,0
1927,4246,6267.61,7,0,2,6,2,1,4
1213,4416,2389.48,6,3,2,6,2,1,4
542,1329,1842.26,2,1,0,1,1,1,7
4986,1538,9885.68,2,2,2,0,2,1,6
4087,4043,9501.73,5,3,1,0,5,0,1
1274,4182,9646.98,2,1,1,1,0,0,1
1981,2054,5152.3,0,0,1,7,0,0,1
572,2258,5142.34,0,0,6,1,5,0,0
4375,3901,4701.07,5,5,2,0,3,0,1
1433,1176,1396.51,5,2,6,0,3,0,1
2940,1551,9953.53,0,3,2,4,0,0,1
3907,2198,2998.66,5,2,2,0,4,1,5
4339,3063,820.09,6,4,7,1,5,0,0
2567,991,3132.57,5,1,6,6,2,1,5
4624,2151,35.51,1,5,7,3,0,0,1
4159,2060,1139.84,1,2,6,0,2,1,7
1393,85,3301.24,0,5,0,2,2,1,4
1405,2631,3193.36,7,0,6,4,2,1,4
4782,3164,3439.06,4,5,7,7,7,0,0
2524,1881,8056.76,6,4,4,1,0,0,0
436,537,1458.47,7,0,3,7,5,0,0
660,860,150.72,2,0,5,0,0,0,0
3026,4580,6765.71,3,7,5,3,2,1,6
4197,2682,8917.74,6,4,0,2,1,1,2
1487,3117,2070.92,3,0,7,6,4,1,7
1291,2852,4378.39,3,3,4,6,4,1,5
2825,1835,761.63,0,1,0,0,5,0,1
370,2310,7252.82,1,1,5,7,4,1,3
203,1056,7713.76,3,0,6,1,4,1,7
3843,0,403.2,4,2,6,7,5,0,0
4892,2156,2603.54,7,6,1,6,7,0,1
3231,1875,7165.07,5,4,3,3,1,1,2
4110,3611,6324.41,3,2,4,1,3,0,0
1057,1000,957.98,5,0,7,7,7,0,0
4497,2207,2716.83,5,6,3,2,5,0,0
2009,2973,5088.01,4,7,3,4,6,0,0
1426,1247,1457.07,7,1,2,6,6,0,0
4552,1850,2926.12,6,2,1,5,0,0,1
2685,2209,9886.47,1,7,1,7,0,0,1
3816,2635,5556.83,0,0,1,7,6,0,1
4447,2208,1554.53,3,5,6,6,4,1,4
2981,3032,4555.47,1,0,3,0,7,0,0
3066,1412,8893.88,3,4,6,3,1,1,4
2166,4414,6664.3,0,1,6,3,4,1,2
2510,306,3362.92,6,6,5,1,5,0,1
205,1270,3119.49,3,5,1,6,3,1,6
384,4420,3531.75,1,2,5,7,6,0,0
915,1426,4929.78,0,0,0,6,3,0,0
1425,849,4759.22,2,1,6,1,4,1,6
2293,2596,5908.13,4,4,4,5,3,0,0
4078,318,3916.51,2,5,0,1,2,1,7
4509,4273,3905.05,0,0,4,2,0,0,1
1525,55,3846.63,5,6,0,7,2,1,5
3588,4792,5559.1,3,2,3,7,6,0,1
4191,2871,9451.92,7,3,4,3,7,0,0
4427,1821,3595.19,3,3,1,3,6,0,1
1233,4783,4477.15,6,7,4,3,0,0,0
2921,1069,3956.62,0,3,5,7,0,0,1
3504,1563,5438.27,0,0,7,0,1,1,6
2627,3583,861.64,2,5,3,6,7,0,1
3857,1965,832.85,2,6,4,6,5,0,0
863,2733,3536.0,3,1,3,6,3,0,0
2633,1633,4032.99,6,1,3,5,1,1,2
380,4555,4714.86,6,7,3,7,3,0,1
718,2978,6680.82,6,5,5,2,6,0,0
1790,4707,7110.88,0,7,6,2,4,1,5
1690,2299,3479.98,2,5,1,0,2,1,2
3982,154,4011.54,0,6,0,0,7,0,0
199,3648,936.51,2,1,2,3,2,1,4
452,2929,5439.02,6,2,4,0,2,1,4
2346,2838,7309.47,2,2,7,0,6,0,0
4401,2183,3108.42,4,2,5,1,0,0,1
647,2847,8855.55,6,7,0,7,3,0,0
2204,2897,8649.37,5,1,5,6,1,1,7
1747,986,4336.61,6,4,4,7,0,0,0
4668,2627,755.39,0,0,3,0,5,0,0
3322,1514,5670.35,1,7,2,7,2,1,2
636,1178,2986.21,0,4,0,5,2,1,2
803,435,3424.46,5,0,6,6,7,0,0
2415,925,227.19,4,0,4,6,0,0,1
4789,3624,2011.67,0,4,3,2,0,0,0
4978,294,124.81,5,2,0,3,3,0,0
366,4754,9152.26,0,1,3,1,7,0,1
1178,4563,3226.61,6,6,4,4,6,0,0
3380,4508,7738.96,0,0,0,1,4,1,6
1138,2403,1967.61,7,5,0,1,3,0,0
459,4612,3054.31,1,5,7,0,7,0,1
854,3152,2686.06,4,2,7,1,4,1,2
1271,4940,7247.97,6,1,3,5,1,1,4
573,3644,9705.85,3,4,7,1,0,0,1
2827,330,9112.72,3,7,5,6,6,0,1
4082,2114,3700.39,3,2,7,6,3,0,1
5,4351,8457.97,6,4,7,1,6,0,0
499,1262,2124.59,1,5,7,5,3,0,0
107,3777,981.84,1,4,3,4,4,1,7
1869,3811,86.53,1,2,7,0,7,0,1
3829,4905,3984.8,0,6,1,5,2,1,6
1299,670,4469.03,6,6,5,3,0,0,1
267,3205,3287.8,4,2,7,7,3,0,1
6,3899,1626.47,0,6,5,7,4,1,4
2523,2986,2072.02,7,3,2,0,7,0,0
2796,3842,620.52,0,5,0,1,0,0,0
2060,4515,8092.77,6,1,0,2,1,1,7
2814,3718,9088.72,0,7,5,4,4,1,3
1179,114,3576.38,1,2,5,5,4,1,5
2116,3505,640.06,4,2,5,3,4,1,6
1011,753,119.87,2,4,4,7,4,1,2
3879,4262,4800.57,3,3,7,1,4,1,4
3950,2124,7094.01,4,0,6,2,7,0,1
3203,3920,7101.73,6,4,0,4,3,0,0
1284,1993,9696.9,0,7,4,5,3,0,1
340,4297,3798.34,6,6,3,6,2,1,6
4613,2487,651.28,2,6,4,6,4,1,7
3833,4567,204.3,5,6,1,1,3,0,0
4875,2792,4229.03,6,6,4,2,5,0,1
2140,420,3812.82,0,5,0,3,3,0,1
1447,2246,1796.55,3,4,7,4,0,0,0
3797,1941,8573.4,0,4,4,0,7,0,0
874,4090,675.99,2,0,0,2,3,0,1
2023,3631,1884.1,6,4,5,7,3,0,1
1514,4698,238.87,6,4,0,0,4,1,3
4445,3184,9013.02,7,1,4,3,4,1,6
2185,4371,2866.75,7,5,6,6,2,1,2
1682,3666,49.58,1,0,1,5,4,1,7
2834,4522,8790.7,5,5,1,4,6,0,1
4728,1854,6047.98,2,4,0,5,3,0,1
4639,1540,8211.9,7,0,6,3,4,1,3
2837,3367,7967.94,6,0,6,7,6,0,1
3044,1872,4088.26,4,4,3,5,7,0,1
3944,1162,4507.56,4,7,1,2,7,0,0
3078,1712,4295.66,1,4,6,0,2,1,5
2265,960,7012.4,1,2,4,4,1,1,4
4123,1397,7573.67,3,0,5,5,1,1,6
916,3003,2194.52,0,0,4,1,5,0,1
3145,2648,5022.23,1,5,7,3,2,1,2
860,547,2787.76,7,1,4,2,2,1,7
1876,4816,857.92,0,2,1,6,2,1,7
1115,979,4951.39,6,6,7,0,6,0,1
1205,3669,7829.0,2,1,1,5,0,0,1
3115,1657,4025.94,4,3,7,7,0,0,0
4368,1374,3135.95,0,6,1,5,2,1,7
41,94,5173.53,6,6,5,2,2,1,3
3241,1848,5053.73,5,3,4,3,7,0,0
1973,1696,343.53,2,5,2,0,1,1,6
1730,393,5272.38,0,4,3,3,4,1,6
4065,1634,6454.61,6,7,0,1,6,0,1
3971,457,4700.85,0,4,1,5,5,0,0
1323,3181,8132.6,0,0,6,2,6,0,1
150,2794,6424.92,2,7,3,0,6,0,1
466,3771,3648.04,6,6,6,6,7,0,0
920,4375,5822.78,0,7,5,5,1,1,3
510,3483,976.02,7,7,0,5,4,1,3
2042,802,7254.1,0,3,7,0,1,1,5
1449,2072,1707.12,2,3,3,3,4,1,6
4827,2542,3292.39,7,4,0,0,6,0,0
4129,4711,6518.27,6,7,1,0,5,0,0
4904,2033,2455.8,7,7,0,5,0,0,0
1471,3739,9536.5,7,0,0,0,7,0,1
1884,982,3011.79,0,4,5,0,5,0,0
891,2279,4945.33,6,6,6,1,5,0,0
1480,1899,3621.14,0,4,1,1,3,0,1
3880,2236,5727.82,4,0,2,7,4,1,3
246,1992,999.97,1,4,3,3,0,0,1
1149,3965,9111.1,1,5,5,4,1,1,6
2891,178,2864.67,2,7,1,0,1,1,4
3866,3855,458.41,2,7,3,1,7,0,0
4798,1723,5400.65,4,4,4,0,2,1,3
4684,3723,2102.05,4,4,7,3,1,1,4
3554,1058,1110.26,4,2,5,0,1,1,4
1951,2707,612.85,0,2,4,1,4,1,4
1034,4070,9034.45,5,3,2,2,0,0,0
4623,2577,8320.81,0,7,7,7,0,0,1
4990,4306,1829.27,3,6,7,7,0,0,1
1878,2868,6034.05,1,2,6,3,4,1,3
2697,847,9055.55,0,1,7,7,5,0,0
629,4886,4090.7,7,6,4,2,1,1,5
53,1294,3638.28,3,7,0,4,1,1,5
3008,2662,310.28,5,5,4,1,2,1,7
4692,4122,6399.01,3,0,2,5,2,1,2
3164,2841,9283.57,4,4,5,4,2,1,4
1031,2593,9642.58,5,4,3,0,2,1,6
334,1511,9618.29,3,3,1,5,1,1,2
2719,2519,619.11,2,1,7,3,5,0,0
2990,169,6874.87,7,3,4,7,4,1,3
3358,4213,754.99,6,4,0,6,3,0,0
1074,3880,1155.24,3,2,5,7,1,1,5
1494,2600,7390.37,2,7,5,3,4,1,3
1602,3536,853.06,1,1,4,3,0,0,1
2776,1944,6308.04,6,3,6,2,5,0,1
1366,3142,1969.45,1,7,3,1,0,0,1
653,642,1365.14,3,1,6,6,0,0,1
256,3485,9089.66,0,7,4,1,5,0,1
780,1411,52.71,3,0,1,4,3,0,0
2283,919,8472.11,2,7,1,0,7,0,0
3448,4794,6607.64,7,1,5,0,5,0,1
4468,4921,4144.35,3,4,3,2,3,0,1
683,1136,3375.92,5,3,4,1,2,1,6
1975,835,6824.91,5,3,0,2,1,1,4
2104,796,7169.93,1,6,3,3,2,1,3
1470,320,4651.1,7,5,5,7,1,1,6
1897,4250,7890.81,2,0,4,0,0,0,0
3439,4713,2454.9,1,2,2,7,0,0,1
760,1308,2659.22,7,0,5,4,4,1,5
201,1205,5624.13,7,0,5,3,0,0,1
2871,1922,9163.99,6,2,5,6,7,0,0
4322,1836,3174.88,2,6,7,1,1,1,7
787,3604,8096.69,0,2,6,3,2,1,3
3385,2878,2921.65,6,0,7,6,3,0,0
1686,4251,2172.86,2,1,1,5,7,0,0
3266,1190,1357.12,1,3,4,0,7,0,1
4343,213,2824.43,6,6,3,1,6,0,1
1383,3533,7164.22,3,4,2,6,4,1,4
1302,1545,3245.48,1,0,5,3,5,0,1
4035,2238,2117.06,4,7,7,2,6,0,1
2770,2246,8430.75,1,1,3,2,5,0,5
460,40,4315.45,0,3,2,7,2,1,5
3455,4356,361.6,6,3,0,3,1,1,2
3060,4061,368.27,5,4,3,2,0,0,1
2835,1488,5464.47,0,7,1,5,2,1,5
4220,1263,789.41,3,3,7,5,1,1,3
1914,2411,3830.75,1,6,4,4,4,1,4
2898,2520,164.45,2,7,0,7,5,0,0
2280,4055,3592.87,3,5,3,5,7,0,1
3120,3016,5271.98,1,6,7,7,5,0,0
3603,1184,3080.71,2,6,3,3,7,0,1
3527,4286,9530.99,3,3,0,7,5,0,0
900,2463,8608.59,0,6,7,3,0,0,0
3792,3402,219.73,1,5,7,5,0,0,0
4101,4478,6233.14,5,2,5,4,1,1,7
3031,4839,4846.55,3,5,1,0,0,0,1
3409,1809,4871.08,2,4,0,5,2,1,2
2635,1409,2264.59,5,2,2,6,1,1,5
4139,325,9835.03,4,5,2,5,2,1,1
2540,3056,1557.43,0,2,3,5,0,0,1
2674,1989,1436.85,5,6,6,0,0,0,0
4961,1923,2054.88,7,6,6,3,3,0,0
1373,604,2077.46,0,7,0,2,3,0,0
2619,1030,8240.53,1,3,7,3,4,1,4
2802,304,3330.47,5,3,3,4,4,1,6
233,1623,3059.61,0,1,5,7,6,0,0
1621,4233,3090.15,0,0,5,0,5,0,1
3701,3558,2602.29,4,5,5,5,4,1,2
1683,4591,1068.0,5,7,7,7,4,1,2
398,2461,5085.66,1,4,5,5,2,1,6
3582,3821,5269.92,1,2,7,6,3,0,0
429,3816,3836.61,3,3,5,1,3,0,0
2348,1023,1953.62,1,6,0,1,1,1,5
1002,2595,5217.66,3,7,7,4,7,0,1
2118,2143,1579.27,5,2,3,1,2,1,6
2899,2137,907.07,5,0,4,7,1,1,5
1414,2673,2681.78,2,2,3,1,3,0,0
4161,3735,9128.09,2,7,5,6,2,1,4
2418,2514,1435.01,1,0,5,1,3,0,0
4523,1483,6194.97,0,4,0,0,1,1,5
262,3318,3245.72,4,4,0,7,0,0,0
3225,4747,3623.03,7,5,3,6,6,0,0
3671,2789,9420.41,1,4,5,1,4,1,5
126,2877,5659.58,0,4,6,4,6,0,0
2331,3071,4017.64,2,2,5,2,3,0,0
2875,4660,2155.04,2,6,0,4,2,1,4
3240,1368,5811.15,0,2,2,7,5,0,0
2074,4276,2649.24,4,2,0,0,7,0,0
480,843,9736.06,6,2,2,7,6,0,0
2625,3584,1525.39,3,4,0,3,4,1,5
3809,4605,3999.32,2,4,2,5,5,0,0
1339,4562,5537.89,6,5,6,2,5,0,1
2413,4639,7037.6,0,1,1,5,5,0,0
2737,490,9526.49,7,4,1,5,7,0,1
3492,2559,669.4,4,1,6,6,0,0,1
544,4460,6419.28,2,1,6,2,3,0,1
808,4104,2359.34,2,5,7,7,6,0,0
1145,3969,3251.29,5,6,0,0,2,1,2
2478,756,7365.69,4,0,2,6,7,0,1
2617,1312,2815.38,2,6,7,3,0,0,0
4455,1004,5726.97,6,7,1,0,0,0,1
3569,3295,3884.29,4,4,6,3,1,1,3
4513,2510,6993.78,5,1,6,2,6,0,1
2947,1256,6327.09,0,5,4,5,5,0,0
3913,1006,3555.29,1,6,0,6,6,0,0
2690,4598,452.65,5,1,6,7,1,1,3
254,3337,4603.86,4,7,1,3,6,0,1
2596,558,7696.97,1,4,5,5,6,0,0
4067,451,8010.26,0,7,2,5,2,1,2
1540,1636,2502.34,1,5,6,7,2,1,6
2775,747,6319.46,3,2,6,6,5,0,0
3545,1982,9705.72,0,3,3,0,5,0,1
4021,4496,1644.73,5,7,4,4,6,0,1
3590,1845,108.73,6,1,0,5,3,0,0
3802,1871,925.4,6,2,0,5,5,0,1
1885,1236,1803.15,5,7,1,7,5,0,1
506,4176,2750.06,1,2,0,4,7,0,0
1819,3836,7504.16,1,1,1,4,5,0,0
3571,4837,5118.44,1,1,1,1,4,1,6
3745,99,4468.87,6,5,4,2,6,0,1
4172,2418,5066.37,0,5,3,5,1,1,3
4750,1930,9184.95,1,1,6,6,4,1,4
596,378,6215.43,6,0,6,6,3,0,1
1778,621,4995.84,1,3,2,5,7,0,0
811,1054,4589.41,1,6,7,2,0,0,0
1744,2492,9338.28,1,2,2,1,3,0,1
4372,524,5116.96,6,5,6,4,1,1,5
3273,1915,7167.7,1,1,3,1,1,1,6
1692,4537,3662.08,0,2,5,7,4,1,5
1484,3229,1639.68,5,7,4,1,1,1,2
2610,3717,9308.77,7,3,4,2,5,0,1
422,4900,5864.2,5,7,1,1,1,1,2
4181,3591,1006.67,1,0,1,0,0,0,0
2453,1678,4940.23,0,4,6,6,2,1,3
2464,4222,7432.42,4,2,1,0,3,0,0
198,83,2251.54,4,1,5,4,4,1,7
4760,98,6199.68,0,2,4,1,4,1,6
2684,4156,11.75,2,3,1,0,0,0,0
4431,3267,3676.64,5,7,5,4,6,0,1
2268,685,6844.55,2,4,5,7,3,0,0
4948,870,399.5,3,3,1,7,1,1,7
2206,2456,6885.4,6,1,6,3,7,0,0
2261,2994,8670.77,5,6,5,6,3,0,1
4194,2920,6969.1,7,7,1,6,5,0,1
3976,3161,9780.56,4,3,5,5,3,0,1
592,1257,6696.57,1,2,6,4,5,0,0
1222,1581,252.02,7,3,6,4,5,0,1
1183,4917,5821.93,0,3,3,1,7,0,0
1262,1763,8165.97,4,2,3,4,1,1,3
4874,2752,4660.49,5,4,4,1,4,1,3
2598,1357,5275.83,5,0,3,3,6,0,1
4055,2503,5043.08,0,7,3,7,6,0,0
2492,3398,3796.43,1,3,6,5,0,0,0
950,879,6837.89,7,3,7,2,2,1,3
315,767,1731.64,1,3,2,5,0,0,1
4627,553,2703.78,2,1,0,7,7,0,0
1833,2835,9492.29,7,2,3,2,4,1,5
4164,4590,6348.84,2,7,4,4,3,0,0
3834,1011,2895.36,7,0,6,6,6,0,0
1971,3970,1622.12,4,7,4,6,2,1,5
2061,4896,7721.6,1,3,5,0,4,1,7
1784,4793,7442.48,4,0,7,7,3,0,1
4441,1134,4018.54,5,7,7,7,0,0,0
2419,2248,9786.89,6,2,5,6,2,1,7
4984,2116,7532.46,6,0,7,0,1,1,3
4521,2086,8039.7,0,6,7,4,1,1,2
1310,4173,2355.03,7,6,4,6,0,0,0
3022,4171,8080.27,0,5,5,3,6,0,0
2070,1015,2469.59,6,3,6,6,4,1,5
4657,2698,1659.75,4,1,2,1,4,1,4
4458,4744,18.56,2,1,4,1,5,0,1
1701,1756,4378.19,3,4,5,4,6,0,1
2319,494,5909.19,5,3,3,6,6,0,0
661,2528,654.26,0,5,5,0,7,0,0
4843,3126,30.05,6,4,7,2,2,1,3
3657,2882,9409.16,2,0,2,0,6,0,0
4680,4691,9013.66,3,7,7,1,0,0,1
3450,3379,9334.39,1,1,7,4,1,1,4
3966,341,9696.92,3,3,7,4,4,1,6
2111,126,8845.73,1,5,7,5,6,0,1
1506,1113,2207.93,5,4,1,7,2,1,2
4720,214,6081.14,0,4,1,3,5,0,0
2349,2015,6753.8,4,2,3,1,4,1,5
1782,4185,2134.65,7,3,3,0,6,0,1
